Modelo,Precio (€),Año,Kilometraje (kms),Color,País,Hashtags
Tesla Model 3 Long Range AWD,"50,430",2024,13,Red,France,"#france, #autopilot, #premium connectivity, #left hand drive, #ultra red color"
Tesla Model 3 Long Range AWD,"50,600",2024,15,Blue,France,"#france, #autopilot, #standard connectivity, #left hand drive, #deep blue metallic color, #tow package"
Tesla Model 3 Long Range AWD,"50,760",2024,0,Desconocido,Spain,"#spain, #autopilot, #standard connectivity, #left hand drive, #quicksilver color"
Tesla Model 3 Long Range RWD,"50,875",2025,9,Red,Portugal,"#portugal, #autopilot, #standard connectivity, #left hand drive, #ultra red color"
Tesla Model 3 Long Range RWD,"50,975",2025,9,White,Portugal,"#portugal, #enhanced autopilot, #standard connectivity, #left hand drive, #pearl white multi-coat color"
Tesla Model 3 Long Range AWD,"51,110",2025,0,Blue,Spain,"#spain, #autopilot, #standard connectivity, #left hand drive, #deep blue metallic color"
Tesla Model 3 Long Range AWD,"51,110",2024,15,Blue,Spain,"#spain, #autopilot, #standard connectivity, #left hand drive, #deep blue metallic color"
Tesla Model 3 Long Range AWD,"51,160",2025,0,White,Spain,"#spain, #autopilot, #standard connectivity, #left hand drive, #pearl white multi-coat color, #tow package"
Tesla Model 3 Long Range AWD,"51,180",2025,0,White,France,"#france, #autopilot, #standard connectivity, #left hand drive, #pearl white multi-coat color"
Tesla Model 3 Long Range AWD,"51,290",2025,0,Grey,France,"#france, #autopilot, #standard connectivity, #left hand drive, #stealth grey color"
Tesla Model 3 Long Range AWD,"51,290",2024,10,Grey,France,"#france, #autopilot, #standard connectivity, #left hand drive, #stealth grey color"
Tesla Model 3 Long Range AWD,"51,325",2025,0,White,Portugal,"#portugal, #autopilot, #standard connectivity, #left hand drive, #pearl white multi-coat color, #tow package"
Tesla Model 3 Long Range AWD,"51,340",2025,0,White,France,"#france, #autopilot, #standard connectivity, #left hand drive, #pearl white multi-coat color, #tow package"
Tesla Model 3 Long Range AWD,"51,410",2025,0,White,Spain,"#spain, #autopilot, #standard connectivity, #left hand drive, #pearl white multi-coat color"
Tesla Model 3 Long Range AWD,"51,410",2024,13,Grey,Spain,"#spain, #autopilot, #standard connectivity, #left hand drive, #stealth grey color, #tow package"
Tesla Model 3 Long Range AWD,"51,560",2024,70,Red,France,"#france, #autopilot, #premium connectivity, #left hand drive, #ultra red color"
Tesla Model 3 Long Range AWD,"51,580",2024,10,Red,France,"#france, #autopilot, #standard connectivity, #left hand drive, #ultra red color"
Tesla Model 3 Long Range AWD,"51,600",2024,0,Red,France,"#france, #autopilot, #standard connectivity, #left hand drive, #ultra red color"
Tesla Model 3 Long Range AWD,"51,620",2024,10,Desconocido,France,"#france, #autopilot, #premium connectivity, #left hand drive, #quicksilver color"
Tesla Model 3 Long Range AWD,"51,660",2025,0,Black,Spain,"#spain, #autopilot, #standard connectivity, #left hand drive, #solid black color"
Tesla Model 3 Long Range AWD,"51,660",2025,10,Blue,Spain,"#spain, #autopilot, #standard connectivity, #left hand drive, #deep blue metallic color"
Tesla Model 3 Long Range AWD,"51,675",2025,0,White,Portugal,"#portugal, #autopilot, #standard connectivity, #left hand drive, #pearl white multi-coat color"
Tesla Model 3 Long Range AWD,"51,710",2025,0,White,Spain,"#spain, #autopilot, #standard connectivity, #left hand drive, #pearl white multi-coat color, #tow package"
Tesla Model 3 Long Range AWD,"51,810",2024,0,Red,Spain,"#spain, #autopilot, #standard connectivity, #left hand drive, #ultra red color"
Tesla Model 3 Long Range AWD,"51,990",2025,10,Desconocido,France,"#france, #autopilot, #premium connectivity, #left hand drive, #quicksilver color"
Tesla Model 3 Long Range AWD,"51,990",2024,0,Red,France,"#france, #autopilot, #standard connectivity, #left hand drive, #ultra red color"
Tesla Model 3 Long Range AWD,"52,110",2025,0,Desconocido,Spain,"#spain, #autopilot, #standard connectivity, #left hand drive, #quicksilver color, #tow package"
Tesla Model 3 Long Range AWD,"52,110",2025,12,Red,Spain,"#spain, #autopilot, #standard connectivity, #left hand drive, #ultra red color, #tow package"
Tesla Model 3 Long Range AWD,"52,170",2024,13,White,France,"#france, #autopilot, #standard connectivity, #left hand drive, #pearl white multi-coat color"
Tesla Model 3 Performance,"52,300",2024,"3,543",White,Spain,"#spain, #autopilot, #standard connectivity, #left hand drive, #pearl white multi-coat color"
Tesla Model 3 Long Range AWD,"52,360",2025,0,Red,Spain,"#spain, #autopilot, #standard connectivity, #left hand drive, #ultra red color"
Tesla Model 3 Long Range AWD,"52,360",2024,10,Red,Spain,"#spain, #autopilot, #standard connectivity, #left hand drive, #ultra red color"
Tesla Model 3 Long Range AWD,"52,360",2024,12,Desconocido,Spain,"#spain, #autopilot, #standard connectivity, #left hand drive, #quicksilver color"
Tesla Model 3 Long Range AWD,"52,370",2024,0,White,France,"#france, #autopilot, #standard connectivity, #left hand drive, #pearl white multi-coat color"
Tesla Model 3 Long Range AWD,"52,460",2024,20,White,Spain,"#spain, #autopilot, #premium connectivity, #left hand drive, #pearl white multi-coat color, #tow package"
Tesla Model 3 Long Range AWD,"52,475",2025,10,Black,Portugal,"#portugal, #autopilot, #standard connectivity, #left hand drive, #solid black color"
Tesla Model 3 Long Range AWD,"52,475",2024,15,Blue,Portugal,"#portugal, #autopilot, #standard connectivity, #left hand drive, #deep blue metallic color"
Tesla Model 3 Long Range AWD,"52,480",2025,0,Black,France,"#france, #autopilot, #standard connectivity, #left hand drive, #solid black color"
Tesla Model 3 Long Range AWD,"52,480",2025,10,Blue,France,"#france, #autopilot, #standard connectivity, #left hand drive, #deep blue metallic color"
Tesla Model 3 Long Range AWD,"52,525",2025,10,White,Portugal,"#portugal, #autopilot, #standard connectivity, #left hand drive, #pearl white multi-coat color, #tow package"
Tesla Model 3 Long Range AWD,"52,530",2025,0,White,France,"#france, #autopilot, #standard connectivity, #left hand drive, #pearl white multi-coat color, #tow package"
Tesla Model 3 Long Range AWD,"52,600",2024,15,Red,France,"#france, #autopilot, #standard connectivity, #left hand drive, #ultra red color"
Tesla Model 3 Long Range AWD,"52,625",2025,10,Grey,Portugal,"#portugal, #autopilot, #standard connectivity, #left hand drive, #stealth grey color, #tow package"
Tesla Model 3 Long Range AWD,"52,640",2025,0,Black,France,"#france, #autopilot, #standard connectivity, #left hand drive, #solid black color, #tow package"
Tesla Model 3 Long Range AWD,"52,875",2024,13,White,Portugal,"#portugal, #autopilot, #standard connectivity, #left hand drive, #pearl white multi-coat color"
Tesla Model 3 Long Range AWD,"52,975",2025,9,Grey,Portugal,"#portugal, #autopilot, #standard connectivity, #left hand drive, #stealth grey color"
Tesla Model 3 Long Range AWD,"52,975",2025,10,Blue,Portugal,"#portugal, #autopilot, #standard connectivity, #left hand drive, #deep blue metallic color"
Tesla Model 3 Long Range AWD,"53,010",2024,0,Blue,Spain,"#spain, #autopilot, #standard connectivity, #left hand drive, #deep blue metallic color, #tow package"
Tesla Model 3 Long Range AWD,"53,020",2024,10,Red,France,"#france, #autopilot, #premium connectivity, #left hand drive, #ultra red color, #tow package"
Tesla Model 3 Long Range AWD,"53,025",2025,0,White,Portugal,"#portugal, #autopilot, #standard connectivity, #left hand drive, #pearl white multi-coat color, #tow package"
Tesla Model 3 Long Range AWD,"53,175",2024,0,Red,Portugal,"#portugal, #autopilot, #standard connectivity, #left hand drive, #ultra red color"
Tesla Model 3 Long Range AWD,"53,180",2025,0,Red,France,"#france, #autopilot, #standard connectivity, #left hand drive, #ultra red color"
Tesla Model 3 Long Range AWD,"53,340",2025,0,Red,France,"#france, #autopilot, #standard connectivity, #left hand drive, #ultra red color, #tow package"
Tesla Model 3 Long Range AWD,"53,340",2025,10,Desconocido,France,"#france, #autopilot, #standard connectivity, #left hand drive, #quicksilver color, #tow package"
Tesla Model 3 Long Range AWD,"53,830",2024,0,Blue,France,"#france, #autopilot, #standard connectivity, #left hand drive, #deep blue metallic color, #tow package"
Tesla Model 3 Long Range AWD,"53,900",2024,15,Red,France,"#france, #autopilot, #standard connectivity, #left hand drive, #ultra red color, #tow package"
Tesla Model 3 Long Range AWD,"54,325",2024,10,Blue,Portugal,"#portugal, #autopilot, #standard connectivity, #left hand drive, #deep blue metallic color, #tow package"
Tesla Model 3 Performance,"54,660",2024,"3,853",Black,Spain,"#spain, #autopilot, #premium connectivity, #left hand drive, #solid black color"
Tesla Model 3 Performance,"54,930",2024,"3,325",Grey,Spain,"#spain, #autopilot, #standard connectivity, #left hand drive, #stealth grey color"
Tesla Model 3 Performance,"55,190",2024,"2,192",Red,France,"#france, #autopilot, #premium connectivity, #left hand drive, #ultra red color"
Tesla Model 3 Performance,"55,390",2024,"1,726",Black,Spain,"#spain, #autopilot, #premium connectivity, #left hand drive, #solid black color"
Tesla Model 3 Long Range AWD,"55,720",2024,12,Red,France,"#france, #autopilot, #standard connectivity, #left hand drive, #ultra red color, #tow package"
Tesla Model 3 Long Range AWD,"55,775",2024,12,Red,Portugal,"#portugal, #enhanced autopilot, #standard connectivity, #left hand drive, #ultra red color"
Tesla Model 3 Performance,"56,020",2024,13,Grey,Spain,"#spain, #autopilot, #premium connectivity, #left hand drive, #stealth grey color"
Tesla Model 3 Long Range AWD,"56,420",2024,10,Grey,Spain,"#spain, #enhanced autopilot, #standard connectivity, #left hand drive, #stealth grey color, #tow package"
Tesla Model 3 Long Range AWD,"56,425",2024,10,Grey,Portugal,"#portugal, #enhanced autopilot, #standard connectivity, #left hand drive, #stealth grey color, #tow package"
Tesla Model 3 Long Range AWD,"56,440",2024,10,Grey,France,"#france, #enhanced autopilot, #standard connectivity, #left hand drive, #stealth grey color, #tow package"
Tesla Model 3 Performance,"56,920",2024,12,White,France,"#france, #autopilot, #standard connectivity, #left hand drive, #pearl white multi-coat color"
Tesla Model 3 Long Range AWD,"56,980",2024,10,Desconocido,France,"#france, #enhanced autopilot, #premium connectivity, #left hand drive, #quicksilver color"
Tesla Model 3 Performance,"57,490",2025,0,White,France,"#france, #autopilot, #standard connectivity, #left hand drive, #pearl white multi-coat color"
Tesla Model 3 Performance,"58,470",2025,10,White,Spain,"#spain, #autopilot, #standard connectivity, #left hand drive, #pearl white multi-coat color"
Tesla Model 3 Performance,"58,470",2024,0,White,Spain,"#spain, #autopilot, #standard connectivity, #left hand drive, #pearl white multi-coat color"
Tesla Model 3 Performance,"58,475",2025,10,White,Portugal,"#portugal, #autopilot, #standard connectivity, #left hand drive, #pearl white multi-coat color"
Tesla Model 3 Performance,"58,475",2024,13,White,Portugal,"#portugal, #autopilot, #standard connectivity, #left hand drive, #pearl white multi-coat color"
Tesla Model 3 Performance,"58,680",2024,0,White,France,"#france, #autopilot, #standard connectivity, #left hand drive, #pearl white multi-coat color"
Tesla Model 3 Performance,"58,790",2025,0,Blue,France,"#france, #autopilot, #standard connectivity, #left hand drive, #deep blue metallic color"
Tesla Model 3 Long Range AWD,"58,790",2025,9,Black,France,"#france, #autopilot, #standard connectivity, #full self-driving hardware (…, #left hand drive, #solid black color"
Tesla Model 3 Long Range AWD,"58,790",2025,10,Black,France,"#france, #autopilot, #standard connectivity, #full self-driving hardware (…, #left hand drive, #solid black color"
Tesla Model 3 Performance,"59,340",2024,12,Red,France,"#france, #autopilot, #standard connectivity, #left hand drive, #ultra red color"
Tesla Model 3 Long Range AWD,"59,470",2024,12,Desconocido,Spain,"#spain, #autopilot, #premium connectivity, #full self-driving hardware (…, #left hand drive, #quicksilver color"
Tesla Model 3 Performance,"59,490",2025,11,Red,France,"#france, #autopilot, #standard connectivity, #left hand drive, #ultra red color"
Tesla Model 3 Performance,"59,490",2024,24,Red,France,"#france, #autopilot, #standard connectivity, #left hand drive, #ultra red color"
Tesla Model 3 Performance,"59,675",2025,0,White,Portugal,"#portugal, #autopilot, #standard connectivity, #left hand drive, #pearl white multi-coat color"
Tesla Model 3 Performance,"59,675",2024,11,White,Portugal,"#portugal, #autopilot, #standard connectivity, #left hand drive, #pearl white multi-coat color"
Tesla Model 3 Performance,"59,770",2025,0,Blue,Spain,"#spain, #autopilot, #standard connectivity, #left hand drive, #deep blue metallic color"
Tesla Model 3 Performance,"59,980",2025,0,Black,France,"#france, #autopilot, #standard connectivity, #left hand drive, #solid black color"
Tesla Model 3 Performance,"60,475",2025,0,Desconocido,Portugal,"#portugal, #autopilot, #standard connectivity, #left hand drive, #quicksilver color"
Tesla Model 3 Performance,"60,680",2024,17,Red,France,"#france, #autopilot, #standard connectivity, #left hand drive, #ultra red color"
Tesla Model 3 Performance,"60,820",2025,0,Black,Spain,"#spain, #autopilot, #standard connectivity, #left hand drive, #solid black color"
Tesla Model 3 Performance,"60,975",2025,0,Black,Portugal,"#portugal, #autopilot, #standard connectivity, #left hand drive, #solid black color"
Tesla Model 3 Performance,"60,975",2025,10,Blue,Portugal,"#portugal, #autopilot, #standard connectivity, #left hand drive, #deep blue metallic color"
Tesla Model 3 Performance,"61,675",2024,0,Red,Portugal,"#portugal, #autopilot, #standard connectivity, #left hand drive, #ultra red color"
Tesla Model 3 Performance,"62,275",2024,12,White,Portugal,"#portugal, #enhanced autopilot, #standard connectivity, #left hand drive, #pearl white multi-coat color"
Tesla Model 3 Performance,"62,590",2024,10,Black,France,"#france, #enhanced autopilot, #standard connectivity, #left hand drive, #solid black color"
Tesla Model 3 Performance,"62,590",2024,19,Blue,France,"#france, #enhanced autopilot, #standard connectivity, #left hand drive, #deep blue metallic color"
Tesla Model 3 Performance,"64,480",2024,11,Red,France,"#france, #enhanced autopilot, #standard connectivity, #left hand drive, #ultra red color"
Tesla Model 3 Performance,"65,975",2024,12,White,Portugal,"#portugal, #autopilot, #standard connectivity, #full self-driving hardware (…, #left hand drive, #pearl white multi-coat color"
